id,type,title,url,slug,service,city,word_count,unique_word_count,boilerplate_ratio,h1,h2,h3,template_family_size,similar_to,similarity_kind,hamming,issue_flags,issue_categories,primary_issue,observations
1228,post,شركة تركيب نوافير جدارية في البريمي,https://rukn-eltatawer.com/om/wall-fountain-al-buraimi/,wall-fountain-al-buraimi,wall-fountain,al-buraimi,2166,1222,0.436,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 44%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
924,post,شركة تركيب فوم للجدران في البريمي,https://rukn-eltatawer.com/om/wall-foam-al-buraimi/,wall-foam-al-buraimi,wall-foam,al-buraimi,2178,1120,0.486,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 49%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
900,post,شركة تركيب أرضيات فينيل في البريمي,https://rukn-eltatawer.com/om/vinyl-flooring-al-buraimi/,vinyl-flooring-al-buraimi,vinyl-flooring,al-buraimi,2108,1276,0.395,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 40%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
449,post,شركة تنظيف كراجات ومواقف سيارات في صور,https://rukn-eltatawer.com/om/garage-cleaning-sur/,garage-cleaning-sur,garage-cleaning,sur,2294,1306,0.431,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content|missing_meta,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 43%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى. صورة بارزة مفقودة أو مكررة (id=246)."
636,post,شركة صيانة مكانس كهربائية في البريمي,https://rukn-eltatawer.com/om/vacuum-maintenance-al-buraimi/,vacuum-maintenance-al-buraimi,vacuum-maintenance,al-buraimi,2109,1285,0.391,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content|structural_error,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 39%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى. فقرتان متتاليتان متطابقتان."
676,post,شركة تركيب وصيانة أجهزة تبريد مياه الخزانات في البريمي,https://rukn-eltatawer.com/om/tank-water-chiller-al-buraimi/,tank-water-chiller-al-buraimi,tank-water-chiller,al-buraimi,2362,1460,0.382,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 38%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
964,post,شركة تركيب أسقف مستعارة في البريمي,https://rukn-eltatawer.com/om/suspended-ceiling-al-buraimi/,suspended-ceiling-al-buraimi,suspended-ceiling,al-buraimi,2164,1209,0.441,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 44%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
572,post,شركة صيانة بوتاجازات في البريمي,https://rukn-eltatawer.com/om/stove-maintenance-al-buraimi/,stove-maintenance-al-buraimi,stove-maintenance,al-buraimi,2107,1299,0.383,0,20,13,1,https://rukn-eltatawer.com/om/outdoor-majlis-al-buraimi/,cross-service-duplicate,8,template_boilerplate|duplicate_similar|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Duplicate/Similar | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 38%. تشابه مرتفع (hamming=8, cross-service-duplicate) مع https://rukn-eltatawer.com/om/outdoor-majlis-al-buraimi/. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
1212,post,شركة إنشاء ممرات حجرية في البريمي,https://rukn-eltatawer.com/om/stone-pathway-al-buraimi/,stone-pathway-al-buraimi,stone-pathway,al-buraimi,2159,1220,0.435,0,20,13,1,https://rukn-eltatawer.com/om/sea-freight-al-buraimi/,cross-service-duplicate,8,template_boilerplate|duplicate_similar|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Duplicate/Similar | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 44%. تشابه مرتفع (hamming=8, cross-service-duplicate) مع https://rukn-eltatawer.com/om/sea-freight-al-buraimi/. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
448,post,شركة تنظيف كراجات ومواقف سيارات في نزوى,https://rukn-eltatawer.com/om/garage-cleaning-nizwa/,garage-cleaning-nizwa,garage-cleaning,nizwa,2297,1327,0.422,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content|missing_meta,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 42%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى. صورة بارزة مفقودة أو مكررة (id=246)."
908,post,شركة تركيب حجر طبيعي وصناعي في البريمي,https://rukn-eltatawer.com/om/stone-al-buraimi/,stone-al-buraimi,stone,al-buraimi,2112,1314,0.378,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 38%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
1444,post,شركة التعقيم بالبخار في البريمي,https://rukn-eltatawer.com/om/steam-disinfection-al-buraimi/,steam-disinfection-al-buraimi,steam-disinfection,al-buraimi,2166,1260,0.418,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 42%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
208,post,شركة تنظيف كنب في البريمي,https://rukn-eltatawer.com/om/sofa-cleaning-al-buraimi/,sofa-cleaning-al-buraimi,sofa-cleaning,al-buraimi,2179,1169,0.464,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 46%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
1372,post,شركة مكافحة الأفاعي في البريمي,https://rukn-eltatawer.com/om/snake-control-al-buraimi/,snake-control-al-buraimi,snake-control,al-buraimi,2218,1429,0.356,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 36%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
1556,post,شركة مكاتب الشحن في البريمي,https://rukn-eltatawer.com/om/shipping-offices-al-buraimi/,shipping-offices-al-buraimi,shipping-offices,al-buraimi,2075,1291,0.378,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 38%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
447,post,شركة تنظيف كراجات ومواقف سيارات في صحار,https://rukn-eltatawer.com/om/garage-cleaning-sohar/,garage-cleaning-sohar,garage-cleaning,sohar,2240,1267,0.434,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content|missing_meta,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 43%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى. صورة بارزة مفقودة أو مكررة (id=246)."
1012,post,شركة تركيب مظلات وسواتر في البريمي,https://rukn-eltatawer.com/om/shades-sails-al-buraimi/,shades-sails-al-buraimi,shades-sails,al-buraimi,2158,1206,0.441,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 44%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
1612,post,شركة شحن دولي بحري في البريمي,https://rukn-eltatawer.com/om/sea-freight-al-buraimi/,sea-freight-al-buraimi,sea-freight,al-buraimi,2176,1420,0.347,0,20,13,1,https://rukn-eltatawer.com/om/stone-pathway-al-buraimi/,cross-service-duplicate,8,duplicate_similar|unexpanded_shortcodes|tel_in_content,Duplicate/Similar | Missing SEO Elements | Errors/Placeholders,Duplicate/Similar,"تشابه مرتفع (hamming=8, cross-service-duplicate) مع https://rukn-eltatawer.com/om/stone-pathway-al-buraimi/. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
1380,post,شركة مكافحة العقارب في البريمي,https://rukn-eltatawer.com/om/scorpion-control-al-buraimi/,scorpion-control-al-buraimi,scorpion-control,al-buraimi,2203,1447,0.343,0,20,13,1,https://rukn-eltatawer.com/om/scorpion-control-sur/,city-variant-template,8,duplicate_similar|unexpanded_shortcodes|tel_in_content,Duplicate/Similar | Missing SEO Elements | Errors/Placeholders,Duplicate/Similar,"تشابه مرتفع (hamming=8, city-variant-template) مع https://rukn-eltatawer.com/om/scorpion-control-sur/. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
118,post,شركة تنظيف مدارس وحضانات في البريمي,https://rukn-eltatawer.com/om/school-nursery-cleaning-al-buraimi/,school-nursery-cleaning-al-buraimi,school-nursery-cleaning,al-buraimi,2203,1288,0.415,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 42%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
1524,post,فني تركيب أقمار صناعية في البريمي,https://rukn-eltatawer.com/om/satellite-tech-al-buraimi/,satellite-tech-al-buraimi,satellite-tech,al-buraimi,2226,1419,0.363,0,20,13,1,https://rukn-eltatawer.com/om/satellite-tech-rustaq/,city-variant-template,7,template_boilerplate|duplicate_similar|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Duplicate/Similar | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 36%. تشابه مرتفع (hamming=7, city-variant-template) مع https://rukn-eltatawer.com/om/satellite-tech-rustaq/. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
446,post,شركة تنظيف كراجات ومواقف سيارات في صلالة,https://rukn-eltatawer.com/om/garage-cleaning-salalah/,garage-cleaning-salalah,garage-cleaning,salalah,2297,1319,0.426,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content|missing_meta,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 43%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى. صورة بارزة مفقودة أو مكررة (id=246)."
1516,post,فني تركيب دش في البريمي,https://rukn-eltatawer.com/om/sat-dish-tech-al-buraimi/,sat-dish-tech-al-buraimi,sat-dish-tech,al-buraimi,2145,1280,0.403,0,20,13,1,https://rukn-eltatawer.com/om/satellite-tech-sohar/,cross-service-duplicate,7,template_boilerplate|duplicate_similar|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Duplicate/Similar | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 40%. تشابه مرتفع (hamming=7, cross-service-duplicate) مع https://rukn-eltatawer.com/om/satellite-tech-sohar/. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
1676,post,شركة عزل ودهان أسطح في البريمي,https://rukn-eltatawer.com/om/roof-insulation-painting-al-buraimi/,roof-insulation-painting-al-buraimi,roof-insulation-painting,al-buraimi,2250,1383,0.385,0,20,13,1,https://rukn-eltatawer.com/om/roof-insulation-painting-rustaq/,city-variant-template,6,template_boilerplate|duplicate_similar|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Duplicate/Similar | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 38%. تشابه مرتفع (hamming=6, city-variant-template) مع https://rukn-eltatawer.com/om/roof-insulation-painting-rustaq/. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
1124,post,شركة تصميم حدائق أسطح في البريمي,https://rukn-eltatawer.com/om/roof-garden-design-al-buraimi/,roof-garden-design-al-buraimi,roof-garden-design,al-buraimi,2164,1222,0.435,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 44%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
1668,post,شركة دهان بويات عالية الجودة في البريمي,https://rukn-eltatawer.com/om/premium-paint-finishing-al-buraimi/,premium-paint-finishing-al-buraimi,premium-paint-finishing,al-buraimi,2256,1282,0.432,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 43%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
1732,post,شركة صيانة ودهان بعد التسريبات في البريمي,https://rukn-eltatawer.com/om/post-leak-repaint-maintenance-al-buraimi/,post-leak-repaint-maintenance-al-buraimi,post-leak-repaint-maintenance,al-buraimi,2249,1148,0.49,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 49%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
445,post,شركة تنظيف كراجات ومواقف سيارات في مسقط,https://rukn-eltatawer.com/om/garage-cleaning-muscat/,garage-cleaning-muscat,garage-cleaning,muscat,2365,1291,0.454,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content|missing_meta,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 45%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى. صورة بارزة مفقودة أو مكررة (id=246)."
532,post,شركة صيانة مسابح في البريمي,https://rukn-eltatawer.com/om/pool-maintenance-al-buraimi/,pool-maintenance-al-buraimi,pool-maintenance,al-buraimi,2130,1347,0.368,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 37%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
145,post,شركة تنظيف مسابح في البريمي,https://rukn-eltatawer.com/om/pool-cleaning-al-buraimi/,pool-cleaning-al-buraimi,pool-cleaning,al-buraimi,2173,1215,0.441,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 44%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
876,post,شركة تركيب بلاستر في البريمي,https://rukn-eltatawer.com/om/plastering-al-buraimi/,plastering-al-buraimi,plastering,al-buraimi,2161,1211,0.44,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 44%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
