kind,hamming,id_a,title_a,url_a,id_b,title_b,url_b,same_service
cross-service-duplicate,6,730,شركة عزل حمامات في عبري,https://rukn-eltatawer.com/om/bathroom-insulation-ibri/,749,شركة عزل مائي في مسقط,https://rukn-eltatawer.com/om/waterproofing-muscat/,False
cross-service-duplicate,6,760,شركة عزل صوتي في نزوى,https://rukn-eltatawer.com/om/soundproofing-nizwa/,747,شركة عزل حراري في الرستاق,https://rukn-eltatawer.com/om/thermal-insulation-rustaq/,False
cross-service-duplicate,6,36,الصيانة العامة,https://rukn-eltatawer.com/om/services/general-maintenance/,34,عزل الأسطح,https://rukn-eltatawer.com/om/services/roof-insulation/,False
cross-service-duplicate,6,42,التنظيف والتعقيم,https://rukn-eltatawer.com/om/services/cleaning-sterilization/,40,أعمال الكهرباء,https://rukn-eltatawer.com/om/services/electrical-works/,False
cross-service-duplicate,6,42,التنظيف والتعقيم,https://rukn-eltatawer.com/om/services/cleaning-sterilization/,38,أعمال السباكة,https://rukn-eltatawer.com/om/services/plumbing/,False
cross-service-duplicate,7,596,شركة صيانة غسالات في البريمي,https://rukn-eltatawer.com/om/washer-maintenance-al-buraimi/,1052,شركة بناء حمامات خارجية في البريمي,https://rukn-eltatawer.com/om/outdoor-bathrooms-al-buraimi/,False
cross-service-duplicate,7,1304,شركة تركيب أجهزة تكييف طاقة شمسية في نزوى,https://rukn-eltatawer.com/om/solar-ac-installation-nizwa/,835,شركة شفط بيارات في الرستاق,https://rukn-eltatawer.com/om/septic-tank-emptying-rustaq/,False
cross-service-duplicate,7,1516,فني تركيب دش في البريمي,https://rukn-eltatawer.com/om/sat-dish-tech-al-buraimi/,1519,فني تركيب أقمار صناعية في صحار,https://rukn-eltatawer.com/om/satellite-tech-sohar/,False
cross-service-duplicate,7,1175,شركة تركيب عشب جداري في صحار,https://rukn-eltatawer.com/om/wall-grass-sohar/,1198,شركة تركيب عرائش خشبية في صلالة,https://rukn-eltatawer.com/om/wooden-arbor-installation-salalah/,False
cross-service-duplicate,7,1765,شركة تركيب إنارة داخلية وخارجية في مسقط,https://rukn-eltatawer.com/om/indoor-outdoor-lighting-installation-muscat/,509,شركة صيانة تكييف مركزي في مسقط,https://rukn-eltatawer.com/om/central-ac-maintenance-muscat/,False
cross-service-duplicate,7,1328,شركة مكافحة النمل الأبيض (الرمة) في نزوى,https://rukn-eltatawer.com/om/termite-control-nizwa/,780,شركة تبطين وصيانة خزانات مياه في البريمي,https://rukn-eltatawer.com/om/tank-lining-maintenance-al-buraimi/,False
cross-service-duplicate,7,1186,شركة إنشاء جلسات حدائق في عبري,https://rukn-eltatawer.com/om/garden-seating-ibri/,1570,شركة شحن أثاث في عبري,https://rukn-eltatawer.com/om/furniture-shipping-ibri/,False
cross-service-duplicate,7,569,شركة صيانة بوتاجازات في صور,https://rukn-eltatawer.com/om/stove-maintenance-sur/,585,شركة صيانة ثلاجات في صور,https://rukn-eltatawer.com/om/fridge-maintenance-sur/,False
cross-service-duplicate,7,96,شركة تنظيف مكاتب في نزوى,https://rukn-eltatawer.com/om/office-cleaning-nizwa/,1740,شركة كهربائي منازل في البريمي,https://rukn-eltatawer.com/om/home-electrician-elec-al-buraimi/,False
cross-service-duplicate,7,561,شركة صيانة أفران في صور,https://rukn-eltatawer.com/om/oven-maintenance-sur/,566,شركة صيانة بوتاجازات في صلالة,https://rukn-eltatawer.com/om/stove-maintenance-salalah/,False
cross-service-duplicate,7,1045,شركة بناء حمامات خارجية في مسقط,https://rukn-eltatawer.com/om/outdoor-bathrooms-muscat/,605,شركة صيانة ميكروويف في مسقط,https://rukn-eltatawer.com/om/microwave-maintenance-muscat/,False
cross-service-duplicate,7,141,شركة تنظيف مسابح في نزوى,https://rukn-eltatawer.com/om/pool-cleaning-nizwa/,722,شركة عزل خزانات في عبري,https://rukn-eltatawer.com/om/tank-insulation-ibri/,False
cross-service-duplicate,7,1038,شركة بناء استراحات في صلالة,https://rukn-eltatawer.com/om/majlis-building-salalah/,722,شركة عزل خزانات في عبري,https://rukn-eltatawer.com/om/tank-insulation-ibri/,False
cross-service-duplicate,7,530,شركة صيانة مسابح في عبري,https://rukn-eltatawer.com/om/pool-maintenance-ibri/,5098,شركة صيانة ثلاجات وتبريد تجاري في عبري,https://rukn-eltatawer.com/om/commercial-refrigeration-maintenance-ibri/,False
cross-service-duplicate,7,962,شركة تركيب أسقف مستعارة في عبري,https://rukn-eltatawer.com/om/suspended-ceiling-ibri/,1767,شركة تركيب إنارة داخلية وخارجية في صحار,https://rukn-eltatawer.com/om/indoor-outdoor-lighting-installation-sohar/,False
cross-service-duplicate,7,719,شركة عزل خزانات في صحار,https://rukn-eltatawer.com/om/tank-insulation-sohar/,712,شركة عزل أسطح في نزوى,https://rukn-eltatawer.com/om/roof-insulation-nizwa/,False
cross-service-duplicate,7,1814,شركة كهربائي طوارئ 24 ساعة في صلالة,https://rukn-eltatawer.com/om/24h-emergency-electrician-salalah/,1306,شركة تركيب أجهزة تكييف طاقة شمسية في عبري,https://rukn-eltatawer.com/om/solar-ac-installation-ibri/,False
cross-service-duplicate,7,724,شركة عزل خزانات في البريمي,https://rukn-eltatawer.com/om/tank-insulation-al-buraimi/,746,شركة عزل حراري في عبري,https://rukn-eltatawer.com/om/thermal-insulation-ibri/,False
cross-service-duplicate,7,729,شركة عزل حمامات في صور,https://rukn-eltatawer.com/om/bathroom-insulation-sur/,753,شركة عزل مائي في صور,https://rukn-eltatawer.com/om/waterproofing-sur/,False
cross-service-duplicate,7,45,إنشاء وصيانة المسابح,https://rukn-eltatawer.com/om/services/swimming-pools/,33,كشف تسربات المياه,https://rukn-eltatawer.com/om/services/water-leak-detection/,False
cross-service-duplicate,7,43,مكافحة الحشرات,https://rukn-eltatawer.com/om/services/pest-control/,36,الصيانة العامة,https://rukn-eltatawer.com/om/services/general-maintenance/,False
cross-service-duplicate,7,42,التنظيف والتعقيم,https://rukn-eltatawer.com/om/services/cleaning-sterilization/,39,تسليك المجاري,https://rukn-eltatawer.com/om/services/sewer-clearing/,False
cross-service-duplicate,7,40,أعمال الكهرباء,https://rukn-eltatawer.com/om/services/electrical-works/,39,تسليك المجاري,https://rukn-eltatawer.com/om/services/sewer-clearing/,False
cross-service-duplicate,7,39,تسليك المجاري,https://rukn-eltatawer.com/om/services/sewer-clearing/,38,أعمال السباكة,https://rukn-eltatawer.com/om/services/plumbing/,False
cross-service-duplicate,8,567,شركة صيانة بوتاجازات في صحار,https://rukn-eltatawer.com/om/stove-maintenance-sohar/,1746,شركة صيانة لوحات كهرباء في عبري,https://rukn-eltatawer.com/om/electric-panel-maintenance-ibri/,False
cross-service-duplicate,8,572,شركة صيانة بوتاجازات في البريمي,https://rukn-eltatawer.com/om/stove-maintenance-al-buraimi/,1068,شركة بناء مجالس خارجية في البريمي,https://rukn-eltatawer.com/om/outdoor-majlis-al-buraimi/,False
cross-service-duplicate,8,572,شركة صيانة بوتاجازات في البريمي,https://rukn-eltatawer.com/om/stove-maintenance-al-buraimi/,840,شركة تسليك مجاري في نزوى,https://rukn-eltatawer.com/om/drain-unclogging-nizwa/,False
cross-service-duplicate,8,615,شركة صيانة سخانات في صحار,https://rukn-eltatawer.com/om/water-heater-maintenance-sohar/,840,شركة تسليك مجاري في نزوى,https://rukn-eltatawer.com/om/drain-unclogging-nizwa/,False
cross-service-duplicate,8,1212,شركة إنشاء ممرات حجرية في البريمي,https://rukn-eltatawer.com/om/stone-pathway-al-buraimi/,1612,شركة شحن دولي بحري في البريمي,https://rukn-eltatawer.com/om/sea-freight-al-buraimi/,False
cross-service-duplicate,8,1283,شركة تخزين أثاث في الرستاق,https://rukn-eltatawer.com/om/furniture-storage-rustaq/,1232,شركة نقل أثاث داخلي في نزوى,https://rukn-eltatawer.com/om/indoor-moving-nizwa/,False
cross-service-duplicate,8,1675,شركة عزل ودهان أسطح في الرستاق,https://rukn-eltatawer.com/om/roof-insulation-painting-rustaq/,716,شركة عزل أسطح في البريمي,https://rukn-eltatawer.com/om/roof-insulation-al-buraimi/,False
cross-service-duplicate,8,1260,شركة نقل بيانو في البريمي,https://rukn-eltatawer.com/om/piano-moving-al-buraimi/,1236,شركة نقل أثاث داخلي في البريمي,https://rukn-eltatawer.com/om/indoor-moving-al-buraimi/,False
cross-service-duplicate,8,627,شركة صيانة مبردات مياه في الرستاق,https://rukn-eltatawer.com/om/water-cooler-maintenance-rustaq/,5044,شركة تركيب وحدات تكييف نافذة في البريمي,https://rukn-eltatawer.com/om/window-ac-installation-al-buraimi/,False
cross-service-duplicate,8,1148,شركة تنظيف وتزيين الحدائق في البريمي,https://rukn-eltatawer.com/om/garden-cleaning-al-buraimi/,161,شركة تنظيف حمامات في عبري,https://rukn-eltatawer.com/om/bathroom-cleaning-ibri/,False
cross-service-duplicate,8,1843,شركة تركيب وصيانة سخانات مركزية في الرستاق,https://rukn-eltatawer.com/om/central-heater-installation-maintenance-rustaq/,776,شركة تبطين وصيانة خزانات مياه في نزوى,https://rukn-eltatawer.com/om/tank-lining-maintenance-nizwa/,False
cross-service-duplicate,8,1104,شركة تنسيق حدائق في نزوى,https://rukn-eltatawer.com/om/landscaping-nizwa/,1704,شركة رش بويات كهربائي في نزوى,https://rukn-eltatawer.com/om/electric-spray-painting-nizwa/,False
cross-service-duplicate,8,779,شركة تبطين وصيانة خزانات مياه في الرستاق,https://rukn-eltatawer.com/om/tank-lining-maintenance-rustaq/,1328,شركة مكافحة النمل الأبيض (الرمة) في نزوى,https://rukn-eltatawer.com/om/termite-control-nizwa/,False
cross-service-duplicate,8,1294,شركة تركيب سخانات طاقة شمسية في صلالة,https://rukn-eltatawer.com/om/solar-water-heaters-salalah/,1790,شركة تركيب سخانات مياه في صلالة,https://rukn-eltatawer.com/om/water-heater-installation-salalah/,False
cross-service-duplicate,8,100,شركة تنظيف مكاتب في البريمي,https://rukn-eltatawer.com/om/office-cleaning-al-buraimi/,172,شركة تنظيف خزانات مياه في البريمي,https://rukn-eltatawer.com/om/water-tank-cleaning-al-buraimi/,False
cross-service-duplicate,8,561,شركة صيانة أفران في صور,https://rukn-eltatawer.com/om/oven-maintenance-sur/,494,شركة صيانة كهرباء في صلالة,https://rukn-eltatawer.com/om/electrical-maintenance-salalah/,False
cross-service-duplicate,8,585,شركة صيانة ثلاجات في صور,https://rukn-eltatawer.com/om/fridge-maintenance-sur/,497,شركة صيانة كهرباء في صور,https://rukn-eltatawer.com/om/electrical-maintenance-sur/,False
cross-service-duplicate,8,1736,شركة كهربائي منازل في نزوى,https://rukn-eltatawer.com/om/home-electrician-elec-nizwa/,581,شركة صيانة ثلاجات في مسقط,https://rukn-eltatawer.com/om/fridge-maintenance-muscat/,False
cross-service-duplicate,8,581,شركة صيانة ثلاجات في مسقط,https://rukn-eltatawer.com/om/fridge-maintenance-muscat/,1045,شركة بناء حمامات خارجية في مسقط,https://rukn-eltatawer.com/om/outdoor-bathrooms-muscat/,False
cross-service-duplicate,8,882,شركة تركيب سيراميك وبورسلين في عبري,https://rukn-eltatawer.com/om/ceramic-porcelain-ibri/,1768,شركة تركيب إنارة داخلية وخارجية في نزوى,https://rukn-eltatawer.com/om/indoor-outdoor-lighting-installation-nizwa/,False
cross-service-duplicate,8,662,شركة تركيب وصيانة فلاتر مياه في صلالة,https://rukn-eltatawer.com/om/water-filters-salalah/,778,شركة تبطين وصيانة خزانات مياه في عبري,https://rukn-eltatawer.com/om/tank-lining-maintenance-ibri/,False
cross-service-duplicate,8,1608,شركة شحن دولي بحري في نزوى,https://rukn-eltatawer.com/om/sea-freight-nizwa/,1264,شركة تغليف أثاث احترافي في نزوى,https://rukn-eltatawer.com/om/furniture-packaging-nizwa/,False
cross-service-duplicate,8,1568,شركة شحن أثاث في نزوى,https://rukn-eltatawer.com/om/furniture-shipping-nizwa/,722,شركة عزل خزانات في عبري,https://rukn-eltatawer.com/om/tank-insulation-ibri/,False
cross-service-duplicate,8,586,شركة صيانة ثلاجات في عبري,https://rukn-eltatawer.com/om/fridge-maintenance-ibri/,562,شركة صيانة أفران في عبري,https://rukn-eltatawer.com/om/oven-maintenance-ibri/,False
cross-service-duplicate,8,527,شركة صيانة مسابح في صحار,https://rukn-eltatawer.com/om/pool-maintenance-sohar/,5098,شركة صيانة ثلاجات وتبريد تجاري في عبري,https://rukn-eltatawer.com/om/commercial-refrigeration-maintenance-ibri/,False
cross-service-duplicate,8,666,شركة تركيب وصيانة فلاتر مياه في عبري,https://rukn-eltatawer.com/om/water-filters-ibri/,802,شركة ترميم وصيانة مباني في عبري,https://rukn-eltatawer.com/om/building-renovation-ibri/,False
cross-service-duplicate,8,940,شركة تركيب أسقف جبسية / فورسيلنج في البريمي,https://rukn-eltatawer.com/om/false-ceiling-al-buraimi/,1271,شركة تركيب وفك الأثاث في صحار,https://rukn-eltatawer.com/om/furniture-assembly-sohar/,False
cross-service-duplicate,8,1431,شركة تركيب أجهزة صوتية لطرد الطيور في صحار,https://rukn-eltatawer.com/om/bird-sound-device-sohar/,791,شركة ترميم مطابخ في صحار,https://rukn-eltatawer.com/om/kitchen-renovation-sohar/,False
cross-service-duplicate,8,758,شركة عزل صوتي في صلالة,https://rukn-eltatawer.com/om/soundproofing-salalah/,712,شركة عزل أسطح في نزوى,https://rukn-eltatawer.com/om/roof-insulation-nizwa/,False
cross-service-duplicate,8,731,شركة عزل حمامات في الرستاق,https://rukn-eltatawer.com/om/bathroom-insulation-rustaq/,749,شركة عزل مائي في مسقط,https://rukn-eltatawer.com/om/waterproofing-muscat/,False
cross-service-duplicate,8,746,شركة عزل حراري في عبري,https://rukn-eltatawer.com/om/thermal-insulation-ibri/,750,شركة عزل مائي في صلالة,https://rukn-eltatawer.com/om/waterproofing-salalah/,False
cross-service-duplicate,8,748,شركة عزل حراري في البريمي,https://rukn-eltatawer.com/om/thermal-insulation-al-buraimi/,753,شركة عزل مائي في صور,https://rukn-eltatawer.com/om/waterproofing-sur/,False
cross-service-duplicate,8,723,شركة عزل خزانات في الرستاق,https://rukn-eltatawer.com/om/tank-insulation-rustaq/,715,شركة عزل أسطح في الرستاق,https://rukn-eltatawer.com/om/roof-insulation-rustaq/,False
cross-service-duplicate,8,1092,شركة دهانات خارجية في البريمي,https://rukn-eltatawer.com/om/exterior-painting-al-buraimi/,508,شركة صيانة سباكة في البريمي,https://rukn-eltatawer.com/om/plumbing-maintenance-al-buraimi/,False
cross-service-duplicate,8,47,تركيب الجبس بورد,https://rukn-eltatawer.com/om/services/gypsum-board/,33,كشف تسربات المياه,https://rukn-eltatawer.com/om/services/water-leak-detection/,False
cross-service-duplicate,8,45,إنشاء وصيانة المسابح,https://rukn-eltatawer.com/om/services/swimming-pools/,35,العزل المائي والحراري,https://rukn-eltatawer.com/om/services/thermal-waterproof-insulation/,False
cross-service-duplicate,8,44,تنسيق الحدائق,https://rukn-eltatawer.com/om/services/landscaping/,43,مكافحة الحشرات,https://rukn-eltatawer.com/om/services/pest-control/,False
